#title h anchor_in content anchor_out time pagerank score
#自主招生 四万考生参加高校自主招生测试 - 清华大学新闻网 http://www.tsinghua.edu.cn/publish/news/4207/2014/20140303144648257996070/20140303144648257996070_.html
0.9558376 0.0 0.86372185 2.5149803 0.3937059 1391646667431 1.6909916666918434E-6 5
#自主招生 2014年清华大学自主招生有多个变化 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2014/20140106140128804768981/20140106140128804768981_.html
1.0124726 0.0 0.9441862 2.7168808 0.23359187 1381623677246 1.949603529283195E-6 4
#自主招生 硕士研究生招生 高校自主权扩大 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4195/2013/20130913161316282511931/20130913161316282511931_.html
1.1234127 0.0 1.1603903 2.672991 0.29994807 1358382641535 1.8834559796232497E-6 3
#自主招生 明年自主招生大幕拉开 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2012/20121217171929311926548/20121217171929311926548_.html
1.0993214 0.0 1.1177329 2.672751 0.31874028 1367886646561 2.7069174848293187E-6 3
#自主招生 清华大学晒自主招生考题 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2013/20130407141352820447269/20130407141352820447269_.html
1.0124726 0.0 0.9441862 2.3131123 0.3898643 1398904274726 1.4687291240988998E-6 5
#自主招生 近千名学生参加清华自主招生复试 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2014/20140331170839284534248/20140331170839284534248_.html
0.905203 0.0 0.81728846 2.6311224 0.30183634 1331857818635 2.116557880071923E-6 3
#自主招生 清华大学、天津大学招生办公室主任谈自主招生 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2012/20120216142952122611985/20120216142952122611985_.html
1.0993214 0.0 1.1177329 2.4857638 0.30413386 1135733126968 1.5748055375297554E-6 2
#自主招生 清华在沪自主招生考结束 - 清华大学新闻网 http://www.tsinghua.edu.cn/publish/news/4210/2011/20110225231703203223320/20110225231703203223320_.html
1.1485835 0.0 0.9451775 2.55374 0.082130425 0 1.7332871493636048E-6 5
#自主招生 清华大学2014年自主选拔录取招生简章 http://join-tsinghua.edu.cn/publish/bzw/7545/2013/20131222101238788223082/20131222101238788223082_.html
1.3994241 0.0 1.1177329 2.7930796 0.26971465 0 1.7332871493636048E-6 5
#自主招生 有关自主招生培训的声明 http://join-tsinghua.edu.cn/publish/bzw/7545/2013/20131225113753769721696/20131225113753769721696_.html
1.513988 0.0 1.471067 2.1784422 0.07881505 1332462619142 1.3260412288218504E-6 3
#新百年计划 清华“新百年计划”选新百年君子 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2012/20120223134145991760584/20120223134145991760584_.html
0.992863 0.0 0.49679708 2.2715392 0.0 0 1.7332871493636048E-6 5
#拔尖计划 2014年清华大学自主选拔“新百年拔尖计划”实施办法 http://join-tsinghua.edu.cn/publish/bzw/7545/2013/20131121121544748700653/20131121121544748700653_.html
0.992863 0.0 0.8524322 2.3806627 0.0 0 1.7332871493636048E-6 5
#自强计划 关于公布“自强计划”初审结果的公告（1月15日更新） http://join-tsinghua.edu.cn/publish/bzw/7545/2013/20131223164014877954717/20131223164014877954717_.html
1.2616566 0.0 0.974446 2.8147821 0.2433219 0 3.1601350656274008E-6 5
#本科招生章程 清华大学2014年本科招生章程 http://join-tsinghua.edu.cn/publish/bzw/7527/2014/20140505155616136492050/20140505155616136492050_.html
1.1749082 0.0 0.0 0.0 0.0 1398861636000 1 5
#男篮 人人状态 http://page.renren.com/600961317/fdoing/5182796267
0.0 0.0 0.0 1.4527261 0.0 0 4.4352996155794244E-6 1
#校历 清华大学新闻与传播学院 http://www.tsjc.tsinghua.edu.cn/publish/jc/250/2010/20101219011343991443541/20101219011343991443541_.html
1.2024678 0.0 0.9157492 1.6662724 0.25826344 0 3.1601350656274008E-6 5
#招生体检标准 清华大学2014年本科招生体检标准 http://join-tsinghua.edu.cn/publish/bzw/7527/2014/20140505112559103967903/20140505112559103967903_.html
0.0 0.0 0.0 0.0 0.009047843 1314577316031 1.396809807374666E-6 1
#招生体检标准 清华大学本科招生：为清华新百年的征程招新选才 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4204/2011/20110729095308553562024/20110729095308553562024_.html
